ReefID_Name,Ocean,Country,State.Province.Island,City.Town,Year,Date,Depth,Organism.Code
105.41.6.4E.10.24.55.5S | Chicken Farm,Indian,Australia,West Australia,Christmas Island,2007,23-Sep-07,10.0,Bleaching (% of population)
106.36.28E.8.39.20N | CDA03,Pacific,Vietnam,Vungtau-Baria,Condao,2004,22-Jun-04,3.0,Bleaching (% of population)
106.36.28E.8.39.20N | CDA03,Pacific,Vietnam,Vungtau-Baria,Condao,2004,22-Jun-04,7.9,Bleaching (% of population)
106.37.48E.8.40.7N | CDA02,Pacific,Vietnam,Vungtau-Baria,Condao,2004,22-Jun-04,2.8,Bleaching (% of population)
106.37.48E.8.40.7N | CDA02,Pacific,Vietnam,Vungtau-Baria,Condao,2004,22-Jun-04,7.0,Bleaching (% of population)
106.37.49E.8.44.50N | CDA01,Pacific,Vietnam,Vungtau-Baria,Condao,2004,23-Jun-04,4.0,Bleaching (% of population)
106.37.49E.8.44.50N | CDA01,Pacific,Vietnam,Vungtau-Baria,Condao,2004,23-Jun-04,9.3,Bleaching (% of population)
106.37.56E.8.38.23N | CDA04,Pacific,Vietnam,Vungtau-Baria,Condao,2004,21-Jun-04,3.2,Bleaching (% of population)
106.37.56E.8.38.23N | CDA04,Pacific,Vietnam,Vungtau-Baria,Condao,2004,21-Jun-04,7.8,Bleaching (% of population)
106.38.51E.8.41.34N | CDA06,Pacific,Vietnam,Vungtau-Baria,Condao,2004,20-Jun-04,3.6,Bleaching (% of population)
106.38.51E.8.41.34N | CDA06,Pacific,Vietnam,Vungtau-Baria,Condao,2004,20-Jun-04,7.9,Bleaching (% of population)
106.40.26E.8.39.38N | CDA07,Pacific,Vietnam,Vungtau-Baria,Condao,2004,21-Jun-04,3.0,Bleaching (% of population)
106.40.26E.8.39.38N | CDA07,Pacific,Vietnam,Vungtau-Baria,Condao,2004,21-Jun-04,10.1,Bleaching (% of population)
106.40.39E.8.41.33N | CDA05,Pacific,Vietnam,Vungtau-Baria,Condao,2004,23-Jun-04,2.5,Bleaching (% of population)
106.40.39E.8.41.33N | CDA05,Pacific,Vietnam,Vungtau-Baria,Condao,2004,23-Jun-04,5.5,Bleaching (% of population)
107.03.30E.20.44.20N | Cat Ba,Pacific,Vietnam,Haiphong,Haiphong,2003,28-Aug-03,3.2,Bleaching (% of population)
107.06.15E.20.45.15N | Coc Cheo,Pacific,Vietnam,Quang Ninh,Ha Long,2003,27-Sep-03,4.7,Bleaching (% of population)
107.06.58E.20.48.15N | Ang Du,Pacific,Vietnam,Quang Ninh,Ha Long,2003,27-Sep-03,3.0,Bleaching (% of population)
107.07.30E.20.47.30N | To Cac Be,Pacific,Vietnam,Quang Ninh,Ha Long,2003,27-Sep-03,3.5,Bleaching (% of population)
107.09.20E.20.49.15N | Cong Do,Pacific,Vietnam,Quang Ninh,Ha Long,2003,27-Sep-03,4.0,Bleaching (% of population)
107.10.40E.20.50.45N | Bu Xam,Pacific,Vietnam,Quang Ninh,Ha Long,2003,27-Sep-03,3.0,Bleaching (% of population)
107.34.15E.20.59.15N | Doi Xo,Pacific,Vietnam,Quang Ninh,Van Don,2003,27-Sep-03,5.0,Bleaching (% of population)
107.37.10E.21.06.15N | Cua Vanh,Pacific,Vietnam,Quang Ninh,Van Don,2003,27-Sep-03,5.0,Bleaching (% of population)
108.11.28E.16.11.59N | DNA01,Pacific,Vietnam,Danang,Danang,2005,8-Jun-05,5.2,Bleaching (% of population)
108.11.32E.11.49.00N | NTH01,Pacific,Vietnam,Ninhthuan,Aian-Vinhhuy-Myhoa,2005,24-Jun-05,3.2,Bleaching (% of population)
108.11.32E.11.49.00N | NTH01,Pacific,Vietnam,Ninhthuan,Aian-Vinhhuy-Myhoa,2005,24-Jun-05,6.2,Bleaching (% of population)
108.12.00E.11.46.58N | NTH02,Pacific,Vietnam,Ninhthuan,Aian-Vinhhuy-Myhoa,2005,24-Jun-05,3.3,Bleaching (% of population)
108.12.00E.11.46.58N | NTH02,Pacific,Vietnam,Ninhthuan,Aian-Vinhhuy-Myhoa,2005,24-Jun-05,7.0,Bleaching (% of population)
108.25.18E.15.58.20N | CLC01,Pacific,Vietnam,Quangnam,Culaocham,2004,25-May-04,3.0,Bleaching (% of population)
108.25.18E.15.58.20N | CLC01,Pacific,Vietnam,Quangnam,Culaocham,2004,25-May-04,6.0,Bleaching (% of population)
108.26.45E.15.58.03N | CLC03,Pacific,Vietnam,Quangham,Culaocham,2004,25-May-04,3.0,Bleaching (% of population)
108.26.45E.15.58.03N | CLC03,Pacific,Vietnam,Quangham,Culaocham,2004,25-May-04,9.0,Bleaching (% of population)
108.26.55E.15.58.46N | CLC02,Pacific,Vietnam,Quangnam,Culaocham,2004,2-Jun-04,5.0,Bleaching (% of population)
108.26.55E.15.58.46N | CLC02,Pacific,Vietnam,Quangnam,Culaocham,2004,2-Jun-04,8.5,Bleaching (% of population)
108.28.17E.15.55.54N | CLC05,Pacific,Vietnam,Quangnam,Culaocham,2004,29-May-04,3.8,Bleaching (% of population)
108.28.17E.15.55.54N | CLC05,Pacific,Vietnam,Quangnam,Culaocham,2004,29-May-04,7.5,Bleaching (% of population)
108.28.28E.15.56.01N | CLC04,Pacific,Vietnam,Quangnam,Culaocham,2004,22-May-04,4.5,Bleaching (% of population)
108.28.28E.15.56.01N | CLC04,Pacific,Vietnam,Quangnam,Culaocham,2004,22-May-04,11.0,Bleaching (% of population)
108.28.41E.15.56.44N | CLC06,Pacific,Vietnam,Quangnam,Culaocham,2004,23-May-04,3.5,Bleaching (% of population)
108.28.41E.15.56.44N | CLC06,Pacific,Vietnam,Quangnam,Culaocham,2004,23-May-04,8.2,Bleaching (% of population)
108.29.06E.15.57.47N | CLC08,Pacific,Vietnam,Quangnam,Culaocham,2004,23-May-04,3.3,Bleaching (% of population)
108.29.06E.15.57.47N | CLC08,Pacific,Vietnam,Quangnam,Culaocham,2004,23-May-04,7.3,Bleaching (% of population)
108.29.11E.15.56.44N | CLC07,Pacific,Vietnam,Quangnam,Culaocham,2004,29-May-04,7.0,Bleaching (% of population)
108.29.22E.15.57.36N | CLC09,Pacific,Vietnam,Quangnam,Culaocham,2004,26-May-04,3.3,Bleaching (% of population)
108.29.22E.15.57.36N | CLC09,Pacific,Vietnam,Quangnam,Culaocham,2004,26-May-04,6.7,Bleaching (% of population)
108.29.29E.15.58.17N | CLC14,Pacific,Vietnam,Quangnam,Culaocham,2004,26-May-04,6.7,Bleaching (% of population)
108.30.02E.15.58.38N | CLC15,Pacific,Vietnam,Quangnam,Culaocham,2004,1-Jun-04,10.0,Bleaching (% of population)
108.30.55E.15.56.17N | CLC10,Pacific,Vietnam,Quangnam,Culaocham,2004,31-May-04,5.3,Bleaching (% of population)
108.31.43E.15.55.48N | CLC11,Pacific,Vietnam,Quangnam,Culaocham,2004,24-May-04,2.0,Bleaching (% of population)
108.31.43E.15.55.48N | CLC11,Pacific,Vietnam,Quangnam,Culaocham,2004,24-May-04,5.5,Bleaching (% of population)
108.32.0E.15.54.29N | CLC12,Pacific,Vietnam,Quangnam,Culaocham,2004,27-May-04,3.3,Bleaching (% of population)
108.32.0E.15.54.29N | CLC12,Pacific,Vietnam,Quangnam,Culaocham,2004,27-May-04,8.8,Bleaching (% of population)
108.32.23E.15.54.11N | CLC13,Pacific,Vietnam,Quanhnam,Culaocham,2004,31-May-04,5.5,Bleaching (% of population)
108.32.23E.15.54.11N | CLC13,Pacific,Vietnam,Quanhnam,Culaocham,2004,31-May-04,10.0,Bleaching (% of population)
108.47.29E.11.18.41N | CAN03,Pacific,Vietnam,Binhthuan,Cana,2004,11-May-04,3.5,Bleaching (% of population)
108.47.29E.11.18.41N | CAN03,Pacific,Vietnam,Binhthuan,Cana,2005,21-May-05,3.5,Bleaching (% of population)
108.47.29E.11.18.41N | CAN03,Pacific,Vietnam,Binhthuan,Cana,2006,29-Aug-06,3.5,Bleaching (% of population)
108.48.28E.11.18.59N | CAN02,Pacific,Vietnam,Binhthuan,Cana,2004,11-May-04,2.2,Bleaching (% of population)
108.48.28E.11.18.59N | CAN02,Pacific,Vietnam,Binhthuan,Cana,2004,11-May-04,5.0,Bleaching (% of population)
108.48.28E.11.18.59N | CAN02,Pacific,Vietnam,Binhthuan,Cana,2005,21-May-05,2.2,Bleaching (% of population)
108.48.28E.11.18.59N | CAN02,Pacific,Vietnam,Binhthuan,Cana,2005,21-May-05,5.0,Bleaching (% of population)
108.48.28E.11.18.59N | CAN02,Pacific,Vietnam,Binhthuan,Cana,2006,29-Aug-06,2.7,Bleaching (% of population)
108.48.28E.11.18.59N | CAN02,Pacific,Vietnam,Binhthuan,Cana,2006,29-Aug-06,5.5,Bleaching (% of population)
108.49.33E.11.13.50N | CAN07,Pacific,Vietnam,Binhthuan,Cana,2004,10-May-04,3.2,Bleaching (% of population)
108.49.33E.11.13.50N | CAN07,Pacific,Vietnam,Binhthuan,Cana,2004,10-May-04,6.2,Bleaching (% of population)
108.49.33E.11.13.50N | CAN07,Pacific,Vietnam,Binhthuan,Cana,2005,20-May-05,3.2,Bleaching (% of population)
108.49.33E.11.13.50N | CAN07,Pacific,Vietnam,Binhthuan,Cana,2005,20-May-05,6.2,Bleaching (% of population)
108.49.33E.11.13.50N | CAN07,Pacific,Vietnam,Binhthuan,Cana,2006,27-Aug-06,3.2,Bleaching (% of population)
108.49.33E.11.13.50N | CAN07,Pacific,Vietnam,Binhthuan,Cana,2006,27-Aug-06,6.2,Bleaching (% of population)
108.49.46E.11.13.54N | CAN06,Pacific,Vietnam,Binhthuan,Cana,2004,10-May-04,3.0,Bleaching (% of population)
108.49.46E.11.13.54N | CAN06,Pacific,Vietnam,Binhthuan,Cana,2004,10-May-04,6.0,Bleaching (% of population)
108.49.46E.11.13.54N | CAN06,Pacific,Vietnam,Binhthuan,Cana,2005,20-May-05,3.0,Bleaching (% of population)
108.49.46E.11.13.54N | CAN06,Pacific,Vietnam,Binhthuan,Cana,2005,20-May-05,6.0,Bleaching (% of population)
108.49.46E.11.13.54N | CAN06,Pacific,Vietnam,Binhthuan,Cana,2006,27-Aug-06,3.0,Bleaching (% of population)
108.49.46E.11.13.54N | CAN06,Pacific,Vietnam,Binhthuan,Cana,2006,27-Aug-06,6.5,Bleaching (% of population)
108.49.53E.11.13.24N | CAN10,Pacific,Vietnam,Binhthuan,Cana,2006,1-Sep-06,3.1,Bleaching (% of population)
108.49.53E.11.13.24N | CAN10,Pacific,Vietnam,Binhthuan,Cana,2006,1-Sep-06,6.5,Bleaching (% of population)
108.49.57E.11.13.31N | CAN09,Pacific,Vietnam,Binhthuan,Cana,2006,28-Aug-06,3.0,Bleaching (% of population)
108.49.57E.11.13.31N | CAN09,Pacific,Vietnam,Binhthuan,Cana,2006,28-Aug-06,7.0,Bleaching (% of population)
108.49.59E.11.13.57N | CAN08,Pacific,Vietnam,Binhthuan,Cana,2006,31-Aug-06,2.9,Bleaching (% of population)
108.49.59E.11.13.57N | CAN08,Pacific,Vietnam,Binhthuan,Cana,2006,31-Aug-06,6.5,Bleaching (% of population)
108.50.08E.11.19.15N | CAN01,Pacific,Vietnam,Binhthuan,Cana,2004,11-May-04,3.0,Bleaching (% of population)
108.50.08E.11.19.15N | CAN01,Pacific,Vietnam,Binhthuan,Cana,2004,11-May-04,5.5,Bleaching (% of population)
108.50.08E.11.19.15N | CAN01,Pacific,Vietnam,Binhthuan,Cana,2005,21-May-05,3.0,Bleaching (% of population)
108.50.08E.11.19.15N | CAN01,Pacific,Vietnam,Binhthuan,Cana,2005,21-May-05,5.5,Bleaching (% of population)
108.50.08E.11.19.15N | CAN01,Pacific,Vietnam,Binhthuan,Cana,2006,29-Aug-06,3.0,Bleaching (% of population)
108.50.08E.11.19.15N | CAN01,Pacific,Vietnam,Binhthuan,Cana,2006,29-Aug-06,5.7,Bleaching (% of population)
108.52.06E.11.16.34N | CAN05,Pacific,Vietnam,Binhthuan,Cana,2006,31-Aug-06,5.7,Bleaching (% of population)
108.52.25E.11.16.56N | CAN04,Pacific,Vietnam,Binhthuan,Cana,2006,31-Aug-06,5.5,Bleaching (% of population)
109.09.01E.11.36.01N | NTH08,Pacific,Vietnam,Ninhthuan,Aian-Vinhhuy-Myhoa,2005,23-Jun-05,2.5,Bleaching (% of population)
109.09.01E.11.36.01N | NTH08,Pacific,Vietnam,Ninhthuan,Aian-Vinhhuy-Myhoa,2005,23-Jun-05,5.5,Bleaching (% of population)
109.09.04E.11.37.05N | NTH07,Pacific,Vietnam,Ninhthuan,Aian-Vinhhuy-Myhoa,2005,23-Jun-05,3.0,Bleaching (% of population)
109.09.04E.11.37.05N | NTH07,Pacific,Vietnam,Ninhthuan,Aian-Vinhhuy-Myhoa,2005,23-Jun-05,6.2,Bleaching (% of population)
109.10.05E.11.40.03N | NTH05,Pacific,Vietnam,Ninhthuan,Aian-Vinhhuy-Mytoa,2005,25-Jun-05,3.5,Bleaching (% of population)
109.10.05E.11.40.03N | NTH05,Pacific,Vietnam,Ninhthuan,Aian-Vinhhuy-Mytoa,2005,25-Jun-05,6.5,Bleaching (% of population)
109.10.39E.11.40.01N | NTH06,Pacific,Vietnam,Ninhthuan,Aian-Vinhhuy-Myhoa,2005,25-Jun-05,2.3,Bleaching (% of population)
109.10.39E.11.40.01N | NTH06,Pacific,Vietnam,Ninhthuan,Aian-Vinhhuy-Myhoa,2005,25-Jun-05,5.0,Bleaching (% of population)
109.12.03E.11.42.05N | NTH03,Pacific,Vietnam,Ninhthuan,Aian-Vinhhuy-Myhoa,2005,26-Jun-05,3.5,Bleaching (% of population)
109.12.03E.11.42.05N | NTH03,Pacific,Vietnam,Ninhthuan,Aian-Vinhhuy-Myhoa,2005,26-Jun-05,7.2,Bleaching (% of population)
109.12.30E.12.38.0N | VPO02,Pacific,Vietnam,Khanhhoa,Vanninh,2004,11-Apr-04,5.0,Bleaching (% of population)
109.12.30E.12.38.0N | VPO02,Pacific,Vietnam,Khanhhoa,Vanninh,2005,30-Jun-05,5.0,Bleaching (% of population)
109.12.40E.12.37.41N | VPO03,Pacific,Vietnam,Khanhhoa,Vanninh,2004,10-Apr-04,4.5,Bleaching (% of population)
109.12.40E.12.37.41N | VPO03,Pacific,Vietnam,Khanhhoa,Vanninh,2005,29-Jun-05,4.5,Bleaching (% of population)
109.12.53E.12.37.43N | VPO04,Pacific,Vietnam,Khanhhoa,Vanninh,2004,10-Apr-04,3.0,Bleaching (% of population)
109.12.53E.12.37.43N | VPO04,Pacific,Vietnam,Khanhhoa,Vanninh,2004,10-Apr-04,6.0,Bleaching (% of population)
109.12.53E.12.37.43N | VPO04,Pacific,Vietnam,Khanhhoa,Vanninh,2005,29-Jun-05,3.0,Bleaching (% of population)
109.12.53E.12.37.43N | VPO04,Pacific,Vietnam,Khanhhoa,Vanninh,2005,29-Jun-05,6.0,Bleaching (% of population)
109.13.21E.12.38.18N | VPO01,Pacific,Vietnam,Khanhhoa,Vanninh,2004,11-Apr-04,6.0,Bleaching (% of population)
109.13.21E.12.38.18N | VPO01,Pacific,Vietnam,Khanhhoa,Vanninh,2005,30-Jun-05,6.0,Bleaching (% of population)
109.14.41E.12.10.50N | NTA09/Nhatrang Site 8,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,7-May-04,2.0,Bleaching (% of population)
109.14.41E.12.10.50N | NTA09/Nhatrang Site 8,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,7-May-04,6.9,Bleaching (% of population)
109.14.41E.12.10.50N | NTA09/Nhatrang Site 8,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,9-May-05,2.0,Bleaching (% of population)
109.14.41E.12.10.50N | NTA09/Nhatrang Site 8,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,9-May-05,6.9,Bleaching (% of population)
109.14.41E.12.10.50N | NTA09/Nhatrang Site 8,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,16-Aug-06,2.2,Bleaching (% of population)
109.14.41E.12.10.50N | NTA09/Nhatrang Site 8,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,16-Aug-06,7.4,Bleaching (% of population)
109.17.36E.12.26.58N | VPO11,Pacific,Vietnam,Khanhhoa,Vanninh,2006,14-Sep-06,3.0,Bleaching (% of population)
109.17.36E.12.26.58N | VPO11,Pacific,Vietnam,Khanhhoa,Vanninh,2006,14-Sep-06,6.7,Bleaching (% of population)
109.17.37E.12.10.55N | NTA05,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,6-May-04,2.5,Bleaching (% of population)
109.17.37E.12.10.55N | NTA05,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,6-May-04,6.0,Bleaching (% of population)
109.17.37E.12.10.55N | NTA05,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,18-May-05,2.5,Bleaching (% of population)
109.17.37E.12.10.55N | NTA05,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,18-May-05,6.0,Bleaching (% of population)
109.17.37E.12.10.55N | NTA05,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,20-Aug-06,2.5,Bleaching (% of population)
109.17.37E.12.10.55N | NTA05,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,20-Aug-06,6.0,Bleaching (% of population)
109.18.01E.12.29.46N | VPO09,Pacific,Vietnam,Khanhhoa,Vanninh,2004,29-Apr-04,2.7,Bleaching (% of population)
109.18.01E.12.29.46N | VPO09,Pacific,Vietnam,Khanhhoa,Vanninh,2004,29-Apr-04,6.5,Bleaching (% of population)
109.18.01E.12.29.46N | VPO09,Pacific,Vietnam,Khanhhoa,Vanninh,2005,15-May-05,2.7,Bleaching (% of population)
109.18.01E.12.29.46N | VPO09,Pacific,Vietnam,Khanhhoa,Vanninh,2005,15-May-05,6.5,Bleaching (% of population)
109.18.01E.12.29.46N | VPO09,Pacific,Vietnam,Khanhhoa,Vanninh,2006,9-Sep-06,4.0,Bleaching (% of population)
109.18.01E.12.29.46N | VPO09,Pacific,Vietnam,Khanhhoa,Vanninh,2006,9-Sep-06,6.5,Bleaching (% of population)
109.18.05E.12.13.20N | NTA04/Nhatrang Site 5,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,5-May-04,2.5,Bleaching (% of population)
109.18.05E.12.13.20N | NTA04/Nhatrang Site 5,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,5-May-04,6.0,Bleaching (% of population)
109.18.05E.12.13.20N | NTA04/Nhatrang Site 5,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,31-Aug-05,2.5,Bleaching (% of population)
109.18.05E.12.13.20N | NTA04/Nhatrang Site 5,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,31-Aug-05,6.0,Bleaching (% of population)
109.18.05E.12.13.20N | NTA04/Nhatrang Site 5,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,22-Aug-06,3.0,Bleaching (% of population)
109.18.05E.12.13.20N | NTA04/Nhatrang Site 5,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,22-Aug-06,6.0,Bleaching (% of population)
109.18.13E.12.36.01N | VPO07,Pacific,Vietnam,Khanhhoa,Vanninh,2004,7-Jun-04,3.0,Bleaching (% of population)
109.18.13E.12.36.01N | VPO07,Pacific,Vietnam,Khanhhoa,Vanninh,2004,7-Jun-04,7.0,Bleaching (% of population)
109.18.13E.12.36.01N | VPO07,Pacific,Vietnam,Khanhhoa,Vanninh,2005,14-May-05,3.0,Bleaching (% of population)
109.18.13E.12.36.01N | VPO07,Pacific,Vietnam,Khanhhoa,Vanninh,2005,14-May-05,7.0,Bleaching (% of population)
109.18.13E.12.36.01N | VPO07,Pacific,Vietnam,Khanhhoa,Vanninh,2006,12-Sep-06,2.7,Bleaching (% of population)
109.18.13E.12.36.01N | VPO07,Pacific,Vietnam,Khanhhoa,Vanninh,2006,12-Sep-06,7.5,Bleaching (% of population)
109.18.16E.12.25.01N | VPO12,Pacific,Vietnam,Khanhhoa,Vanninh,2006,13-Sep-06,2.3,Bleaching (% of population)
109.18.16E.12.25.01N | VPO12,Pacific,Vietnam,Khanhhoa,Vanninh,2006,13-Sep-06,6.3,Bleaching (% of population)
109.18.34E.12.29.1N | VPO10,Pacific,Vietnam,Khanhhoa,Vanninh,2004,30-Apr-04,2.7,Bleaching (% of population)
109.18.34E.12.29.1N | VPO10,Pacific,Vietnam,Khanhhoa,Vanninh,2004,30-Apr-04,6.0,Bleaching (% of population)
109.18.34E.12.29.1N | VPO10,Pacific,Vietnam,Khanhhoa,Vanninh,2005,15-May-05,2.7,Bleaching (% of population)
109.18.34E.12.29.1N | VPO10,Pacific,Vietnam,Khanhhoa,Vanninh,2005,15-May-05,6.0,Bleaching (% of population)
109.18.34E.12.29.1N | VPO10,Pacific,Vietnam,Khanhhoa,Vanninh,2006,10-Sep-06,6.5,Bleaching (% of population)
109.18.34E.12.29.1N | VPO10,Pacific,Vietnam,Khanhhoa,Vanninh,2006,10-Sep-06,2.2,Bleaching (% of population)
109.19.27E.12.13.17N | NTA03/Nhatrang Site 6,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,5-May-04,3.8,Bleaching (% of population)
109.19.27E.12.13.17N | NTA03/Nhatrang Site 6,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,5-May-04,10.5,Bleaching (% of population)
109.19.27E.12.13.17N | NTA03/Nhatrang Site 6,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,11-May-05,3.7,Bleaching (% of population)
109.19.27E.12.13.17N | NTA03/Nhatrang Site 6,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,11-May-05,10.5,Bleaching (% of population)
109.19.27E.12.13.17N | NTA03/Nhatrang Site 6,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,19-Aug-06,3.7,Bleaching (% of population)
109.19.27E.12.13.17N | NTA03/Nhatrang Site 6,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,19-Aug-06,10.5,Bleaching (% of population)
109.19.58E.12.36.25N | VPO06,Pacific,Vietnam,Khanhhoa,Vanninh,2004,7-Jun-04,3.0,Bleaching (% of population)
109.19.58E.12.36.25N | VPO06,Pacific,Vietnam,Khanhhoa,Vanninh,2004,7-Jun-04,5.5,Bleaching (% of population)
109.19.58E.12.36.25N | VPO06,Pacific,Vietnam,Khanhhoa,Vanninh,2005,14-May-05,3.0,Bleaching (% of population)
109.19.58E.12.36.25N | VPO06,Pacific,Vietnam,Khanhhoa,Vanninh,2005,14-May-05,5.5,Bleaching (% of population)
109.19.58E.12.36.25N | VPO06,Pacific,Vietnam,Khanhhoa,Vanninh,2006,11-Jun-06,2.5,Bleaching (% of population)
109.19.58E.12.36.25N | VPO06,Pacific,Vietnam,Khanhhoa,Vanninh,2006,11-Jun-06,5.5,Bleaching (% of population)
109.21.25E.12.16.22N | NTA02/Nhatrang Site 14,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,4-May-04,3.8,Bleaching (% of population)
109.21.25E.12.16.22N | NTA02/Nhatrang Site 14,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,4-May-04,10.0,Bleaching (% of population)
109.21.25E.12.16.22N | NTA02/Nhatrang Site 14,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,17-May-05,3.7,Bleaching (% of population)
109.21.25E.12.16.22N | NTA02/Nhatrang Site 14,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,17-May-05,10.0,Bleaching (% of population)
109.21.25E.12.16.22N | NTA02/Nhatrang Site 14,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,23-Aug-06,3.7,Bleaching (% of population)
109.21.25E.12.16.22N | NTA02/Nhatrang Site 14,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,23-Aug-06,10.5,Bleaching (% of population)
109.22.31E.12.18.17N | NTA08,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,7-May-04,2.2,Bleaching (% of population)
109.22.31E.12.18.17N | NTA08,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,7-May-04,6.0,Bleaching (% of population)
109.22.31E.12.18.17N | NTA08,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,9-May-05,2.2,Bleaching (% of population)
109.22.31E.12.18.17N | NTA08,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,9-May-05,6.0,Bleaching (% of population)
109.22.31E.12.18.17N | NTA08,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,21-Aug-06,2.2,Bleaching (% of population)
109.22.31E.12.18.17N | NTA08,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,21-Aug-06,6.2,Bleaching (% of population)
109.22.50E.12.17.01N | NTA01/Nhatrang Site 15,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,4-May-04,3.5,Bleaching (% of population)
109.22.50E.12.17.01N | NTA01/Nhatrang Site 15,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,4-May-04,8.9,Bleaching (% of population)
109.22.50E.12.17.01N | NTA01/Nhatrang Site 15,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,17-May-05,3.5,Bleaching (% of population)
109.22.50E.12.17.01N | NTA01/Nhatrang Site 15,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,17-May-05,8.9,Bleaching (% of population)
109.22.50E.12.17.01N | NTA01/Nhatrang Site 15,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,23-Aug-06,3.5,Bleaching (% of population)
109.22.50E.12.17.01N | NTA01/Nhatrang Site 15,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,23-Aug-06,8.9,Bleaching (% of population)
109.23.03E.12.40.02N | VPO05,Pacific,Vietnam,Khanhhoa,Vanninh,2006,14-Sep-06,2.0,Bleaching (% of population)
109.23.03E.12.40.02N | VPO05,Pacific,Vietnam,Khanhhoa,Vanninh,2006,14-Sep-06,5.5,Bleaching (% of population)
109.25.35E.12.34.26N | VPO08,Pacific,Vietnam,Khanhhoa,Vanninh,2006,14-Sep-06,2.3,Bleaching (% of population)
109.25.35E.12.34.26N | VPO08,Pacific,Vietnam,Khanhhoa,Vanninh,2006,14-Sep-06,6.1,Bleaching (% of population)
109.29.38E.12.16.44N | NTA07,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,6-May-04,3.0,Bleaching (% of population)
109.29.38E.12.16.44N | NTA07,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,6-May-04,8.5,Bleaching (% of population)
109.29.38E.12.16.44N | NTA07,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,8-May-05,3.0,Bleaching (% of population)
109.29.38E.12.16.44N | NTA07,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,8-May-05,8.5,Bleaching (% of population)
109.29.38E.12.16.44N | NTA07,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,17-Aug-06,2.5,Bleaching (% of population)
109.29.38E.12.16.44N | NTA07,Pacific,Vietnam,Khanhhoa,Nhatrang,2006,17-Aug-06,8.2,Bleaching (% of population)
109.29.58E.12.17.6N | NTA06,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,3-May-04,2.7,Bleaching (% of population)
109.29.58E.12.17.6N | NTA06,Pacific,Vietnam,Khanhhoa,Nhatrang,2004,3-May-04,6.9,Bleaching (% of population)
109.29.58E.12.17.6N | NTA06,Pacific,Vietnam,Khanhhoa,Nhatrang,2005,8-May-05,2.7,Bleaching (% of population)
