Reef_info,Lat_Long,Location,Year_Date,Depth_and_Org,Segment_counts,Errors?,What errors?
102.42.508E.5.57.143N | Sea Bell,"5.0,57.0,8.6,N | 102.0,42.0,30.5,E",Malaysia / Terengannu / Perhentian Island / Pacific,2008:31-May-08,11.5-Bleaching (% of population),S1=2.0; S2=0.0; S3=0.0; S4=0.0,False,
102.42.508E.5.57.143N | Sea Bell,"5.0,57.0,8.6,N | 102.0,42.0,30.5,E",Malaysia / Terengannu / Perhentian Island / Pacific,2008:5-Oct-08,5.0-Bleaching (% of colony),S1=0.0; S2=5.0; S3=5.0; S4=0.0,False,
102.42.508E.5.57.143N | Sea Bell,"5.0,57.0,8.6,N | 102.0,42.0,30.5,E",Malaysia / Terengannu / Perhentian Island / Pacific,2008:5-Oct-08,5.0-Bleaching (% of population),S1=0.0; S2=1.0; S3=1.0; S4=0.0,False,
102.43.23.4E.5.55.53.7N | Pulau Perhentian Kecil/D'Lagoon,"5.0,55.0,53.7,N | 102.0,43.0,23.4,E",Malaysia / Terengganu / Pulau Perhentian / Pacific,2003:8-Jun-03,6.0-Bleaching (% of colony),S1=10.0; S2=0.0; S3=0.0; S4=15.0,False,
102.43.23.4E.5.55.53.7N | Pulau Perhentian Kecil/D'Lagoon,"5.0,55.0,53.7,N | 102.0,43.0,23.4,E",Malaysia / Terengganu / Pulau Perhentian / Pacific,2003:8-Jun-03,10.3-Bleaching (% of colony),S1=0.0; S2=50.0; S3=100.0; S4=0.0,False,
102.43.23.4E.5.55.53.7N | Pulau Perhentian Kecil/D'Lagoon,"5.0,55.0,53.7,N | 102.0,43.0,23.4,E",Malaysia / Terengganu / Pulau Perhentian / Pacific,2003:8-Jun-03,6.0-Bleaching (% of population),S1=1.0; S2=0.0; S3=0.0; S4=1.0,False,
102.43.23.4E.5.55.53.7N | Pulau Perhentian Kecil/D'Lagoon,"5.0,55.0,53.7,N | 102.0,43.0,23.4,E",Malaysia / Terengganu / Pulau Perhentian / Pacific,2003:8-Jun-03,10.3-Bleaching (% of population),S1=0.0; S2=1.0; S3=1.0; S4=0.0,False,
102.43.23.4E.5.55.53.7N | Pulau Perhentian Kecil/D'Lagoon,"5.0,55.0,53.7,N | 102.0,43.0,23.4,E",Malaysia / Terengganu / Pulau Perhentian / Pacific,2007:12-Apr-07,6.0-Bleaching (% of colony),S1=0.0; S2=40.0; S3=0.0; S4=0.0,False,
102.43.23.4E.5.55.53.7N | Pulau Perhentian Kecil/D'Lagoon,"5.0,55.0,53.7,N | 102.0,43.0,23.4,E",Malaysia / Terengganu / Pulau Perhentian / Pacific,2007:12-Apr-07,6.0-Bleaching (% of population),S1=0.0; S2=1.0; S3=0.0; S4=0.0,False,
102.43.23.4E.5.55.53.7N | Pulau Perhentian Kecil/D'Lagoon,"5.0,55.0,53.7,N | 102.0,43.0,23.4,E",Malaysia / Terengganu / Pulau Perhentian / Pacific,2007:29-Sep-07,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
102.43.23.4E.5.55.53.7N | Pulau Perhentian Kecil/D'Lagoon,"5.0,55.0,53.7,N | 102.0,43.0,23.4,E",Malaysia / Terengganu / Pulau Perhentian / Pacific,2007:29-Sep-07,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
102.43.23.4E.5.55.53.7N | Pulau Perhentian Kecil/D'Lagoon,"5.0,55.0,53.7,N | 102.0,43.0,23.4,E",Malaysia / Terengganu / Pulau Perhentian / Pacific,2008:30-May-08,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
102.43.23.4E.5.55.53.7N | Pulau Perhentian Kecil/D'Lagoon,"5.0,55.0,53.7,N | 102.0,43.0,23.4,E",Malaysia / Terengganu / Pulau Perhentian / Pacific,2008:30-May-08,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
102.43.29.1E.5.55.16.7N | Batu Nisan,"5.0,55.0,16.7,N | 102.0,43.0,29.1,E",Malaysia / Terengganu / Perhentian Island / Pacific,2007:12-Apr-07,6.0-Bleaching (% of colony),S1=0.0; S2=20.0; S3=0.0; S4=0.0,False,
102.43.29.1E.5.55.16.7N | Batu Nisan,"5.0,55.0,16.7,N | 102.0,43.0,29.1,E",Malaysia / Terengganu / Perhentian Island / Pacific,2007:12-Apr-07,6.0-Bleaching (% of population),S1=0.0; S2=1.0; S3=0.0; S4=0.0,False,
102.43.29.1E.5.55.16.7N | Batu Nisan,"5.0,55.0,16.7,N | 102.0,43.0,29.1,E",Malaysia / Terengganu / Perhentian Island / Pacific,2007:30-Sep-07,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
102.43.29.1E.5.55.16.7N | Batu Nisan,"5.0,55.0,16.7,N | 102.0,43.0,29.1,E",Malaysia / Terengganu / Perhentian Island / Pacific,2007:30-Sep-07,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
102.43.29.1E.5.55.16.7N | Batu Nisan,"5.0,55.0,16.7,N | 102.0,43.0,29.1,E",Malaysia / Terengganu / Perhentian Island / Pacific,2008:31-May-08,5.1-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
102.43.29.1E.5.55.16.7N | Batu Nisan,"5.0,55.0,16.7,N | 102.0,43.0,29.1,E",Malaysia / Terengganu / Perhentian Island / Pacific,2008:31-May-08,5.1-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
102.44.407E.5.54.208N | Coral View Reef,"5.0,54.0,12.5,N | 102.0,44.0,24.4,E",Malaysia / Terengganu / Perhentian / Pacific,2007:9-Jun-07,5.0-Bleaching (% of colony),S1=20.0; S2=10.0; S3=50.0; S4=25.0,False,
102.44.407E.5.54.208N | Coral View Reef,"5.0,54.0,12.5,N | 102.0,44.0,24.4,E",Malaysia / Terengganu / Perhentian / Pacific,2007:9-Jun-07,5.0-Bleaching (% of population),S1=50.0; S2=30.0; S3=30.0; S4=5.0,False,
102.45.30.3E.5.55.23.7N | Tokong Burung,"5.0,55.0,23.7,N | 102.0,45.0,30.3,E",Malaysia / Terengganu / Perhentian Islands / Pacific,2003:12-May-03,3.0-Bleaching (% of colony),S1=1.0; S2=10.0; S3=10.0; S4=5.0,False,
102.45.30.3E.5.55.23.7N | Tokong Burung,"5.0,55.0,23.7,N | 102.0,45.0,30.3,E",Malaysia / Terengganu / Perhentian Islands / Pacific,2003:12-May-03,11.0-Bleaching (% of colony),S1=10.0; S2=30.0; S3=2.0; S4=0.0,False,
102.45.30.3E.5.55.23.7N | Tokong Burung,"5.0,55.0,23.7,N | 102.0,45.0,30.3,E",Malaysia / Terengganu / Perhentian Islands / Pacific,2003:12-May-03,3.0-Bleaching (% of population),S1=1.0; S2=2.0; S3=2.5; S4=2.5,False,
102.45.30.3E.5.55.23.7N | Tokong Burung,"5.0,55.0,23.7,N | 102.0,45.0,30.3,E",Malaysia / Terengganu / Perhentian Islands / Pacific,2003:12-May-03,11.0-Bleaching (% of population),S1=2.5; S2=5.0; S3=1.0; S4=0.0,False,
102.45.498E.5.55.414N | Tanjung Besi,"5.0,55.0,24.8,N | 102.0,45.0,29.9,E",Malaysia / Terengganu / Perhentian / Pacific,2008:27-Sep-08,5.7-Bleaching (% of colony),S1=3.0; S2=0.0; S3=5.0; S4=0.0,True,
102.45.498E.5.55.414N | Tanjung Besi,"5.0,55.0,24.8,N | 102.0,45.0,29.9,E",Malaysia / Terengganu / Perhentian / Pacific,2008:27-Sep-08,5.7-Bleaching (% of population),S1=1.0; S2=0.0; S3=1.0; S4=0.0,True,
102.59.31E.5.48.11N | NW Redang,"5.0,48.0,11.0,N | 102.0,59.0,31.0,E",Malaysia / nan / nan / Pacific,2004:28-Aug-04,10.6-Bleaching (% of colony),S1=0.0; S2=0.0; S3=nan; S4=nan,True,only did half of transect
102.59.31E.5.48.11N | NW Redang,"5.0,48.0,11.0,N | 102.0,59.0,31.0,E",Malaysia / nan / nan / Pacific,2004:28-Aug-04,10.6-Bleaching (% of population),S1=0.0; S2=0.0; S3=nan; S4=nan,True,only did half of transect
102.59.33E.5.46.25N | West Pinang/Tanjung Bakong,"5.0,46.0,25.0,N | 102.0,59.0,33.0,E",Malaysia / nan / nan / Pacific,2004:12-Jul-04,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=nan; S4=nan,True,only did half of transect
102.59.33E.5.46.25N | West Pinang/Tanjung Bakong,"5.0,46.0,25.0,N | 102.0,59.0,33.0,E",Malaysia / nan / nan / Pacific,2004:12-Jul-04,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=nan; S4=nan,True,only did half of transect
102.59.50E.5.44.3N | East Pinang,"5.0,44.0,3.0,N | 102.0,59.0,50.0,E",Malaysia / nan / nan / Pacific,2004:12-Jul-04,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=nan; S4=nan,True,only did half of transect
102.59.50E.5.44.3N | East Pinang,"5.0,44.0,3.0,N | 102.0,59.0,50.0,E",Malaysia / nan / nan / Pacific,2004:12-Jul-04,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=nan; S4=nan,True,only did half of transect
102.59.59.4E.5.44.48.9N | Pulau Pinang Marine Park/Marine Park Centre Jetty,"5.0,44.0,48.9,N | 102.0,59.0,59.4,E",Malaysia / Terengganu / Redang Island / Pacific,2007:21-Apr-07,5.5-Bleaching (% of colony),S1=50.0; S2=80.0; S3=10.0; S4=80.0,False,
102.59.59.4E.5.44.48.9N | Pulau Pinang Marine Park/Marine Park Centre Jetty,"5.0,44.0,48.9,N | 102.0,59.0,59.4,E",Malaysia / Terengganu / Redang Island / Pacific,2007:21-Apr-07,5.5-Bleaching (% of population),S1=0.5; S2=5.0; S3=0.5; S4=10.0,False,
102.59.59.4E.5.44.48.9N | Pulau Pinang Marine Park/Marine Park Centre Jetty,"5.0,44.0,48.9,N | 102.0,59.0,59.4,E",Malaysia / Terengganu / Redang Island / Pacific,2007:1-Oct-07,5.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
102.59.59.4E.5.44.48.9N | Pulau Pinang Marine Park/Marine Park Centre Jetty,"5.0,44.0,48.9,N | 102.0,59.0,59.4,E",Malaysia / Terengganu / Redang Island / Pacific,2007:1-Oct-07,5.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
102.59.59.4E.5.44.48.9N | Pulau Pinang Marine Park/Marine Park Centre Jetty,"5.0,44.0,48.9,N | 102.0,59.0,59.4,E",Malaysia / Terengganu / Redang Island / Pacific,2008:27-Jun-08,5.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
102.59.59.4E.5.44.48.9N | Pulau Pinang Marine Park/Marine Park Centre Jetty,"5.0,44.0,48.9,N | 102.0,59.0,59.4,E",Malaysia / Terengganu / Redang Island / Pacific,2008:27-Jun-08,5.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.0.37.3E.5.49.3.58N | Chagar Hutang East,"5.0,49.0,3.58,N | 103.0,0.0,37.3,E",Malaysia / Terengganu / Redang Island / Pacific,2008:27-Jun-08,10.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.0.37.3E.5.49.3.58N | Chagar Hutang East,"5.0,49.0,3.58,N | 103.0,0.0,37.3,E",Malaysia / Terengganu / Redang Island / Pacific,2008:27-Jun-08,10.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.01.41E.5.45.44N | Redang Kalong House Reef,"5.0,45.0,44.0,N | 103.0,1.0,41.0,E",Malaysia / Terengganu / Pulau Redang / Pacific,2003:25-Sep-03,5.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.01.41E.5.45.44N | Redang Kalong House Reef,"5.0,45.0,44.0,N | 103.0,1.0,41.0,E",Malaysia / Terengganu / Pulau Redang / Pacific,2003:25-Sep-03,10.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.01.41E.5.45.44N | Redang Kalong House Reef,"5.0,45.0,44.0,N | 103.0,1.0,41.0,E",Malaysia / Terengganu / Pulau Redang / Pacific,2003:25-Sep-03,5.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.01.41E.5.45.44N | Redang Kalong House Reef,"5.0,45.0,44.0,N | 103.0,1.0,41.0,E",Malaysia / Terengganu / Pulau Redang / Pacific,2003:25-Sep-03,10.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
"103.01.56.8E.05.45.59.3N | Pertigi Bay, Redang Island","5.0,45.0,59.3,N | 103.0,1.0,56.8,E",Malaysia / Terengganu / Kula Terengannu / Pacific,2004:25-Sep-04,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=80.0; S4=0.0,False,
"103.01.56.8E.05.45.59.3N | Pertigi Bay, Redang Island","5.0,45.0,59.3,N | 103.0,1.0,56.8,E",Malaysia / Terengganu / Kula Terengannu / Pacific,2004:25-Sep-04,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=5.0; S4=0.0,False,
"103.01.59.9E.05.46.28.1N | Tg Tengah Southside, Pasir Panjang, Redang Island","5.0,46.0,28.1,N | 103.0,1.0,59.9,E",Malaysia / Terengganu / Kula Terengannu / Pacific,2004:23-Sep-04,3.2-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
"103.01.59.9E.05.46.28.1N | Tg Tengah Southside, Pasir Panjang, Redang Island","5.0,46.0,28.1,N | 103.0,1.0,59.9,E",Malaysia / Terengganu / Kula Terengannu / Pacific,2004:23-Sep-04,3.2-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
"103.02.0.9E.5.46.33N | Coral Resort House Reef, Redang Island","5.0,46.0,33.0,N | 103.0,2.0,0.9,E",Malaysia / Terengganu / Kula Terengannu / Pacific,2004:23-Sep-04,3.0-Bleaching (% of colony),S1=0.0; S2=5.0; S3=5.0; S4=0.0,False,
"103.02.0.9E.5.46.33N | Coral Resort House Reef, Redang Island","5.0,46.0,33.0,N | 103.0,2.0,0.9,E",Malaysia / Terengganu / Kula Terengannu / Pacific,2004:23-Sep-04,3.0-Bleaching (% of population),S1=0.0; S2=2.0; S3=1.0; S4=0.0,False,
103.02.02E.5.46.38N | Coral Redang House Reef North,"5.0,46.0,38.0,N | 103.0,2.0,2.0,E",Malaysia / Terengganu / Kuala Terengganu / Pacific,2003:18-Oct-03,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.02.02E.5.46.38N | Coral Redang House Reef North,"5.0,46.0,38.0,N | 103.0,2.0,2.0,E",Malaysia / Terengganu / Kuala Terengganu / Pacific,2003:18-Oct-03,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.02.04E.5.46.10N | Mini Mount,"5.0,46.0,10.0,N | 103.0,2.0,4.0,E",Malaysia / Terengganu / Kuala Terengganu / Pacific,2003:16-Oct-03,12.0-Bleaching (% of colony),S1=1.0; S2=1.0; S3=1.0; S4=1.0,False,
103.02.04E.5.46.10N | Mini Mount,"5.0,46.0,10.0,N | 103.0,2.0,4.0,E",Malaysia / Terengganu / Kuala Terengganu / Pacific,2003:16-Oct-03,12.0-Bleaching (% of population),S1=1.0; S2=1.0; S3=1.0; S4=1.0,False,
103.02.08E.5.46.07N | Pulau Paku Kecil,"5.0,46.0,7.0,N | 103.0,2.0,8.0,E",Malaysia / Terengganu / Kuala Terengganu / Pacific,2003:17-Oct-03,12.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.02.08E.5.46.07N | Pulau Paku Kecil,"5.0,46.0,7.0,N | 103.0,2.0,8.0,E",Malaysia / Terengganu / Kuala Terengganu / Pacific,2003:17-Oct-03,12.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.02.08E.5.46.58N | Pelangi House Reef South,"5.0,46.0,58.0,N | 103.0,2.0,8.0,E",Malaysia / Terengganu / Kuala Terengganu / Pacific,2003:18-Oct-03,7.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.02.08E.5.46.58N | Pelangi House Reef South,"5.0,46.0,58.0,N | 103.0,2.0,8.0,E",Malaysia / Terengganu / Kuala Terengganu / Pacific,2003:18-Oct-03,7.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
"103.03.08E.5.46.04N | Pulau Lima, Southern Tip","5.0,46.0,4.0,N | 103.0,3.0,8.0,E",Malaysia / Terengganu / Kuala Terengganu / Pacific,2003:18-Oct-03,10.0-Bleaching (% of colony),S1=2.0; S2=0.0; S3=0.0; S4=0.5,False,
"103.03.08E.5.46.04N | Pulau Lima, Southern Tip","5.0,46.0,4.0,N | 103.0,3.0,8.0,E",Malaysia / Terengganu / Kuala Terengganu / Pacific,2003:18-Oct-03,12.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
"103.03.08E.5.46.04N | Pulau Lima, Southern Tip","5.0,46.0,4.0,N | 103.0,3.0,8.0,E",Malaysia / Terengganu / Kuala Terengganu / Pacific,2003:18-Oct-03,10.0-Bleaching (% of population),S1=5.0; S2=0.0; S3=0.0; S4=2.0,False,
"103.03.08E.5.46.04N | Pulau Lima, Southern Tip","5.0,46.0,4.0,N | 103.0,3.0,8.0,E",Malaysia / Terengganu / Kuala Terengganu / Pacific,2003:18-Oct-03,12.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.03.33E.5.46.26N | Black Coral Garden,"5.0,46.0,26.0,N | 103.0,3.0,33.0,E",Malaysia / Terengganu / Pulau Redang / Pacific,2003:25-Sep-03,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.03.33E.5.46.26N | Black Coral Garden,"5.0,46.0,26.0,N | 103.0,3.0,33.0,E",Malaysia / Terengganu / Pulau Redang / Pacific,2003:25-Sep-03,12.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.03.33E.5.46.26N | Black Coral Garden,"5.0,46.0,26.0,N | 103.0,3.0,33.0,E",Malaysia / Terengganu / Pulau Redang / Pacific,2003:25-Sep-03,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.03.33E.5.46.26N | Black Coral Garden,"5.0,46.0,26.0,N | 103.0,3.0,33.0,E",Malaysia / Terengganu / Pulau Redang / Pacific,2003:25-Sep-03,12.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.1.48E.5.45.19N | Palau Kerenga Kecil,"5.0,45.0,19.0,N | 103.0,1.0,48.0,E",Malaysia / Terenggani / nan / Pacific,2004:11-Jul-04,9.4-Bleaching (% of colony),S1=0.0; S2=0.0; S3=nan; S4=nan,True,only did half of transect
103.1.48E.5.45.19N | Palau Kerenga Kecil,"5.0,45.0,19.0,N | 103.0,1.0,48.0,E",Malaysia / Terenggani / nan / Pacific,2004:11-Jul-04,9.4-Bleaching (% of population),S1=0.0; S2=0.0; S3=nan; S4=nan,True,only did half of transect
103.1.48E.5.50.46N | Tanjung Teluk Nyato,"5.0,50.0,46.0,N | 103.0,1.0,48.0,E",Malaysia / nan / nan / Pacific,2004:29-Aug-04,8.7-Bleaching (% of colony),S1=0.0; S2=0.0; S3=nan; S4=nan,True,only did half of transect
103.1.48E.5.50.46N | Tanjung Teluk Nyato,"5.0,50.0,46.0,N | 103.0,1.0,48.0,E",Malaysia / nan / nan / Pacific,2004:29-Aug-04,8.7-Bleaching (% of population),S1=0.0; S2=0.0; S3=nan; S4=nan,True,only did half of transect
103.10.93.3E.10.50.20.1N | Koh Mano (channel),"10.0,50.0,20.1,N | 103.0,10.0,56.0,E",Cambodia / Koh Kong / nan / Indian,2003:22-Feb-03,2.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.10.93.3E.10.50.20.1N | Koh Mano (channel),"10.0,50.0,20.1,N | 103.0,10.0,56.0,E",Cambodia / Koh Kong / nan / Indian,2003:22-Feb-03,2.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.17.41.57E.10.37.23.01N | Fishing Bay,"10.0,37.0,23.0,N | 103.0,17.0,41.6,E",Cambodia / Sihanoukville / Koh Rong Saloem / Pacific,2009:26-Jul-09,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.17.41.57E.10.37.23.01N | Fishing Bay,"10.0,37.0,23.0,N | 103.0,17.0,41.6,E",Cambodia / Sihanoukville / Koh Rong Saloem / Pacific,2009:26-Jul-09,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.2.20.5E.5.46.18.1N | Pulau Paku Kecil SW,"5.0,46.0,18.1,N | 103.0,2.0,20.5,E",Malaysia / Terengganu / Redang Island / Pacific,2007:20-Apr-07,10.0-Bleaching (% of colony),S1=20.0; S2=50.0; S3=80.0; S4=25.0,False,
103.2.20.5E.5.46.18.1N | Pulau Paku Kecil SW,"5.0,46.0,18.1,N | 103.0,2.0,20.5,E",Malaysia / Terengganu / Redang Island / Pacific,2007:20-Apr-07,10.0-Bleaching (% of population),S1=2.0; S2=1.0; S3=5.0; S4=2.0,False,
103.2.20.5E.5.46.18.1N | Pulau Paku Kecil SW,"5.0,46.0,18.1,N | 103.0,2.0,20.5,E",Malaysia / Terengganu / Redang Island / Pacific,2007:1-Oct-07,11.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.2.20.5E.5.46.18.1N | Pulau Paku Kecil SW,"5.0,46.0,18.1,N | 103.0,2.0,20.5,E",Malaysia / Terengganu / Redang Island / Pacific,2007:1-Oct-07,11.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.2.20.5E.5.46.18.1N | Pulau Paku Kecil SW,"5.0,46.0,18.1,N | 103.0,2.0,20.5,E",Malaysia / Terengganu / Redang Island / Pacific,2008:30-Mar-08,8.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.2.20.5E.5.46.18.1N | Pulau Paku Kecil SW,"5.0,46.0,18.1,N | 103.0,2.0,20.5,E",Malaysia / Terengganu / Redang Island / Pacific,2008:30-Mar-08,8.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.2.20.5E.5.46.18.1N | Pulau Paku Kecil SW,"5.0,46.0,18.1,N | 103.0,2.0,20.5,E",Malaysia / Terengganu / Redang Island / Pacific,2008:20-Jun-08,11.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.2.20.5E.5.46.18.1N | Pulau Paku Kecil SW,"5.0,46.0,18.1,N | 103.0,2.0,20.5,E",Malaysia / Terengganu / Redang Island / Pacific,2008:20-Jun-08,11.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.3.32.8E.5.46.18.1N | Pulau Lima Southern Tip,"5.0,46.0,18.1,N | 103.0,3.0,32.8,E",Malaysia / Terengganu / Redang Island / Pacific,2007:21-Apr-07,10.0-Bleaching (% of colony),S1=70.0; S2=20.0; S3=10.0; S4=0.0,False,
103.3.32.8E.5.46.18.1N | Pulau Lima Southern Tip,"5.0,46.0,18.1,N | 103.0,3.0,32.8,E",Malaysia / Terengganu / Redang Island / Pacific,2007:21-Apr-07,10.0-Bleaching (% of population),S1=2.0; S2=10.0; S3=10.0; S4=0.0,False,
103.3.32.8E.5.46.18.1N | Pulau Lima Southern Tip,"5.0,46.0,18.1,N | 103.0,3.0,32.8,E",Malaysia / Terengganu / Redang Island / Pacific,2007:1-Oct-07,10.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no substrate
103.3.32.8E.5.46.18.1N | Pulau Lima Southern Tip,"5.0,46.0,18.1,N | 103.0,3.0,32.8,E",Malaysia / Terengganu / Redang Island / Pacific,2007:1-Oct-07,10.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,no substrate
103.3.32.8E.5.46.18.1N | Pulau Lima Southern Tip,"5.0,46.0,18.1,N | 103.0,3.0,32.8,E",Malaysia / Terengganu / Redang Island / Pacific,2008:28-Jun-08,5.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.3.32.8E.5.46.18.1N | Pulau Lima Southern Tip,"5.0,46.0,18.1,N | 103.0,3.0,32.8,E",Malaysia / Terengganu / Redang Island / Pacific,2008:28-Jun-08,5.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.30.0E.5.44.19N | East Palau Pinang,"5.0,44.0,19.0,N | 103.0,30.0,0.0,E",Malaysia / nan / nan / Pacific,2004:13-Jul-04,10.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=nan; S4=nan,True,only did half of transect
103.30.0E.5.44.19N | East Palau Pinang,"5.0,44.0,19.0,N | 103.0,30.0,0.0,E",Malaysia / nan / nan / Pacific,2004:13-Jul-04,10.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=nan; S4=nan,True,only did half of transect
"103.40.706E.4.48.456N | Fresh Water Bay, Tenggol","4.0,48.0,27.4,N | 103.0,40.0,42.4,E",Malaysia / Terengganu / Tenggol Island / Pacific,2007:10-Apr-07,6.0-Bleaching (% of colony),S1=5.0; S2=5.0; S3=5.0; S4=5.0,False,
"103.40.706E.4.48.456N | Fresh Water Bay, Tenggol","4.0,48.0,27.4,N | 103.0,40.0,42.4,E",Malaysia / Terengganu / Tenggol Island / Pacific,2007:10-Apr-07,6.0-Bleaching (% of population),S1=5.0; S2=5.0; S3=5.0; S4=5.0,False,
103.47.0E.5.44.56N | South Pinang,"5.0,44.0,56.0,N | 103.0,47.0,0.0,E",Malaysia / nan / nan / Pacific,2004:14-Aug-04,11.2-Bleaching (% of colony),S1=0.0; S2=0.0; S3=nan; S4=nan,True,only did half of transect
103.47.0E.5.44.56N | South Pinang,"5.0,44.0,56.0,N | 103.0,47.0,0.0,E",Malaysia / nan / nan / Pacific,2004:14-Aug-04,11.2-Bleaching (% of population),S1=0.0; S2=0.0; S3=nan; S4=nan,True,only did half of transect
103.48.32E.10.21.33N | PQO02,"10.0,21.0,33.0,N | 103.0,48.0,32.0,E",Vietnam / Kiengiang / Phuquoc / Pacific,2006:16-May-06,5.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.48.32E.10.21.33N | PQO02,"10.0,21.0,33.0,N | 103.0,48.0,32.0,E",Vietnam / Kiengiang / Phuquoc / Pacific,2006:16-May-06,5.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.48.46E.10.22.22N | PQO01,"10.0,22.0,22.0,N | 103.0,48.0,46.0,E",Vietnam / Kiengiang / Phuquoc / Pacific,2006:16-May-06,5.7-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
103.48.46E.10.22.22N | PQO01,"10.0,22.0,22.0,N | 103.0,48.0,46.0,E",Vietnam / Kiengiang / Phuquoc / Pacific,2006:16-May-06,5.7-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
